id,phones,label,intent,text,data-type,file
34,"['ts', 'œ', 'p', 'ɔ', 'm', 'ɒ', 'tɕ', 'iː', 'x', 'a', 'ð', 'ə', 'ɡ', 'a', 's', 'u', 'ɾ', 'j']",2,SetLightBrightness,Set the lights to ten in the vestibule,smart-lights-en-far,1029.wav
35,"['k', 'ɪ', 'lʲ', 'b̞', 'ɪ', 'lʲ', 'x', 'ʊ', 'ŋ̟', 'lʲ', 'a', 'ʊ', 'ə', 's']",0,DecreaseBrightness,Can you please turn down the lights.,smart-lights-en-far,103.wav
36,"['ts', 'a', 'k', 'ɔ', 'm', 'ɒ', 'tɕ', 'iː', 'a', 't', 'ɪ', 'ɛ', 'ɕː']",5,SwitchLightOn,Set the lights to the on position,smart-lights-en-far,1030.wav
37,"['ɪ', 'ts', 'ɛ', 'ð', 'ɔ', 'ʁ', 'ɛ', 'ɪ', 'ts', 'ɪ', 'ʂ', 'uə', 'a', 'iː', 'tɕʰ', 'ʏ', 'ə', 'ð', 'ɪ', 'a', 't', 'ə']",2,SetLightBrightness,Set the lights to twenty two in the office,smart-lights-en-far,1031.wav
38,"['k', 'a', 'ɒ', 's', 'ɻ̩', 's', 'ɔ', 'n', 'ʁ', 'm', 'iː', 'p', 'ɻ̩', 's', 'ɔ̃', 'ɒ', 'a', 'ɾ', 'pʲ', 'ɪ']",2,SetLightBrightness,Set the lights to twenty two percent,smart-lights-en-far,1032.wav
39,"['ts', 'ɛ', 'ɾ', 'ə', 'l̪', 'a', 'ɪ', 'ts', 'ə', 'v̞ʲ', 'ɪ', 'ə', 'v', 'ɔ']",4,SwitchLightOff,Set the lights to zero brightness,smart-lights-en-far,1033.wav
40,"['f', 'ɛ', 't', 'ɹ̩', 'm', 'a', 'ɪ', 't', 'ts', 'ə', 'n', 'lʲ', 'i', 'b̞', 'ə', 'v', 'a', 'ɪ', 'n', 'ɛ', 's', 'ɪ', 'n', 'd', 'ɪ', 'ʀ', 'a', 'b̞', 'ɪ', 's']",4,SwitchLightOff,Set the lights to zero brightness in the office,smart-lights-en-far,1034.wav
41,"['ɛ', 't', 'a', 'ð', 'i', 'v', 'ɪ', 'n', 'ʊ', 'ŋ', 'ts', 'u', 'l', 'a', 'ɪ', 'x', 't', 'ə', 'f', 'a', 'd', 'ə', 'ɪ']",2,SetLightBrightness,Set the living room's light to twenty,smart-lights-en-far,1035.wav
42,"['ɔ', 'v', 'o', 'm', 'ɪ', 'ɕ', 'i', 'a', 's̪', 'u', 'b̞', 'a']",2,SetLightBrightness,Set the patio lights to five.,smart-lights-en-far,1036.wav
43,"['d', 'a', 's', 'ə', 'z', 'a', 'ɪ', 's', 't', 'ɹ̩', 'b', 'a', 'h', 'a', 'ɪ', 'n', 't', 'ɪ', 'ð', 'ə', 'a', 'ʊ', 'f', 'ɛ', 'ə', 'n', 'm', 'a']",2,SetLightBrightness,Set the vestibule lights to level thirty nine,smart-lights-en-far,1037.wav
44,"['t͡ʃʲ', 'a', 'm', 'w', 'a', 'ɪ', 'ð', 'a', 's']",5,SwitchLightOn,Shine some light in here,smart-lights-en-far,1038.wav
45,"['k', 'a', 'n', 'zʲ', 'i', 'm', 'a', 'iː', 'a', 's']",5,SwitchLightOn,Shine some light in here.,smart-lights-en-far,1039.wav
46,"['k', 'ɪ', 'lʲ', 'p', 'ɔ', 'k', 'm', 'a', 'ʂ', 'a', 'm', 'ɪ', 'n', 'l', 'a', 'ʐ', 'ɻ̩', 'a', 'ɾ']",5,SwitchLightOn,Can you put lights on in the backyard?,smart-lights-en-far,104.wav
47,"['t͡ʃʲ', 'j', 'a', 'ð', 'ʊ', 'ɛ', 'z', 'ə', 'n', 'ɪ', 'ɔ', 'ð', 'ə']",5,SwitchLightOn,Shine some lights in the office,smart-lights-en-far,1040.wav
48,"['t͡ʃʲ', 'uː', 'æ', 'i', 'n', 'x', 'e', 'm', 'a', 'ɪ', 'lʲ', 'tʲ', 'a', 'v', 'lʲ', 'a', 'ɾ', 'o', 'n', 'ɟ', 'a', 'ð', 'o', 's']",2,SetLightBrightness,Shine the lights at level twelve,smart-lights-en-far,1041.wav
49,"['ə', 'a', 'lʲ', 'ɪ', 'n', 'm', 'a', 'ɪ', 't']",4,SwitchLightOff,Shut down the kids bedroom lights.,smart-lights-en-far,1042.wav
50,"['tɕʰ', 'i', 'ʝ', 'a', 'ɪ', 'x', 'k']",4,SwitchLightOff,Shut down the lights.,smart-lights-en-far,1043.wav
51,"['ɪ', 't͡ɕ', 'ɔ', 'a', 'ts', 'u', 'a', 'ɪ', 'ʁ', 'ɪ']",4,SwitchLightOff,Shut off the lights at the entrance,smart-lights-en-far,1044.wav
52,"['ʃ', 'ɪ', 'm', 'ɔ', 'ʀ', 'o', 'w', 'a', 'ɪ', 'z', 'ə', 'n', 'o', 'a', 'ʃ']",4,SwitchLightOff,Shut off the lights in the garage.,smart-lights-en-far,1045.wav
53,"['t͡ʃʲ', 'ə', 'l', 'a', 'x', 'ɔ', 'ʁ', 'ɒ', 'l', 'f', 'iː', 'lː', 'ə', 'ð', 'ɔ']",4,SwitchLightOff,Shut off the lights in the loo.,smart-lights-en-far,1046.wav
54,"['t͡ʃʲ', 'ɪ', 'l', 'ɔ', 'l', 'a', 'ɪ', 's', 'ts', 'i', 'ə']",4,SwitchLightOff,Shut off the lights please.,smart-lights-en-far,1047.wav
55,"['t͡ɕ', 'a', 'ɔ', 'a', 'w', 'a', 'ʁ', 'ɪ', 's', 'f', 'ɛ', 'ɪ', 't']",4,SwitchLightOff,Shut off the lounge lights,smart-lights-en-far,1048.wav
56,"['ə', 'ɪ', 'ɡ', 'a', 'ð', 'ɪ', 'n', 'b̞', 'a', 'ɾ', 'ə']",4,SwitchLightOff,Shut the lights down in the bathroom,smart-lights-en-far,1049.wav
57,"['ɪ', 'd', 'v', 'ɔ', 's', 'ɔ', 'ð', 'ɛ', 'ts', 'ɪ', 's', 'v', 'ɔ', 'ə', 'ɡ', 'ə', 'n', 'ə', 'n', 'bʲ', 'e', 'ð', 'ɛ', 'ɔ', 'f', 't', 'ɛ', 't', 'ʀ', 'ɛ', 't']",2,SetLightBrightness,Can you put the lights to twelve in the cubicle?,smart-lights-en-far,105.wav
58,"['t͡ʃʲ', 'ɔ', 'ɛ', 'ɾ', 'ɡ', 'a', 'ʁ', 'ð', 'ɪ', 'mʲ', 'j', 'e', 'ɾ', 'a', 'n', 'ɪ', 's', 'ʊ', 'k', 'ә', 'p', 'ɪ', 'k̟ʲ', 'ɪ']",4,SwitchLightOff,Shut the lights down in the entrance,smart-lights-en-far,1050.wav
59,"['t', 'i', 'm', 'a', 'l', 'ʀ', 'ɔ', 'ɾ', 'a', 'ɪ', 'a', 's']",4,SwitchLightOff,Shut the lights off.,smart-lights-en-far,1051.wav
60,"['ɪ', 'a', 'x', 'ɪ', 'n', 'pʲ', 'ɪ', 'ð', 'a', 's', 'k', 'e', 'm', 'ɛ', 'n', 't̪', 'ə', 'b̞', 'a', 'ɪ', 'a', 'ʊ', 'f', 'ɪ', 'b̞', 'a', 'ɪ', 'n']",2,SetLightBrightness,"Sir, in the office please set the connected light bulbs to the brightness of ten. ",smart-lights-en-far,1052.wav
61,"['ʌ', 'ts', 'ə', 'ð', 'w', 'a', 'ɪ', 'm', 'f', 'a', 's', 'ɪ', 's', 'm', 'a', 'f', 'ə', 'm', 'a', 'ɪ', 'ə', 'ɪ', 'x', 't', 'iː', 'm', 'ɔ', 'ɡ', 'ts', 'ɪ', 'ə', 'mʲ', 'e', 't']",2,SetLightBrightness,"Sir, please set the brightness of the connected light bulbs to fifty. ",smart-lights-en-far,1053.wav
62,"['tʂ', 'ɪ', 't͡ʃʲ', 'œ', 'ð', 'a', 'ʁ', 'a', 'ɪ', 'ts', 'ɛ', 't', 'œ', 'ɾ', 'ɪ', 'a', 'ŋ', 'ɪ', 'ð', 'a', 'ð', 'a', 'ɪ', 'n', 'ə', 'h', 'ɯ', 'b̞', 'ɛ', 'a', 'ɛ', 'ɪ', 'x', 't', 'ɪ', 't']",2,SetLightBrightness,Situate the lights to thirty nine percent in the cubicle,smart-lights-en-far,1054.wav
63,"['l', 'a', 'x', 'a', 'ɾʲ', 'ɪ', 'tɕ', 'iː', 'b̞', 'ə', 'b̞', 'ɔ']",4,SwitchLightOff,Stop the lighting in the cubicle,smart-lights-en-far,1055.wav
64,"['t͡ʃʲ', 'ʁ', 'a', 'ð', 'ɔ', 'ɪ']",4,SwitchLightOff,Stop the lights,smart-lights-en-far,1056.wav
65,"['s̪', 'a', 'x', 'o', 'ɪ', 's', 'ɔ', 'ʂ', 'a', 'ɾ', 'ɪ']",4,SwitchLightOff,Stop the lights from shining in the bathroom,smart-lights-en-far,1057.wav
66,"['ɾ', 'ɔ', 'b̞', 'ə', 'v', 'a', 'ɪ', 'f', 'ɔ', 'n', 't͡ʃ', 'a', 'n', 'ə', 'n', 'ɪ', 'n', 'ɡ', 'e', 'ʐ', 'ɛ']",4,SwitchLightOff,Stop the lights from shining in the shed.,smart-lights-en-far,1058.wav
67,"['s', 'a', 'ɔ', 'ɪ', 'ð', 'ɪ', 'a']",4,SwitchLightOff,Stop the lights to be on,smart-lights-en-far,1059.wav
68,"['i', 'a', 'ɪ', 'v', 'uə', 'a', 'ʒ', 'iː', 'm', 'ɛ', 'n', 'f', 'a', 'ð', 'ɛ']",1,IncreaseBrightness,Can you raise the lights in the toilets,smart-lights-en-far,106.wav
69,"['s', 't', 'a', 'ɛ', 'd', 'ɪ', 's', 'ɪ', 'k']",4,SwitchLightOff,Stop the lights.,smart-lights-en-far,1060.wav
70,"['f', 'ɪ', 'ʃ', 'a', 'ʁ', 'o', 'a', 'ɕ', 'ɪ', 'm', 'ɔ', 'f', 'ә', 'l', 'ɪ', 'ɕ', 'i', 'n', 'iː', 'ð', 'a', 'ɪ', 'd', 'ɪ', 'ɔ', 's']",4,SwitchLightOff,Switch all of the lights to the off position in the vestibule,smart-lights-en-far,1061.wav
71,"['ts', 'ɪ', 's̪', 'l', 'ɛ', 'x', 'ʁ', 'a', 't', 'ə', 'm', 'ɔ', 'w', 'a']",3,SetLightColor,Switch light color to blue,smart-lights-en-far,1062.wav
72,"['ɪ', 'ts', 'v', 'œ', 's', 'ə', 'a', 'l', 'ð', 'a', 'n', 'a', 'ɪ', 'n', 'z', 'ə']",5,SwitchLightOn,Switch my lights on now,smart-lights-en-far,1063.wav
73,"['p', 'l', 'u', 't͡ʃ', 'ɻ̩', 'ʁ', 'ə', 'k', 'o', 'a', 'ɕ', 'i', 'v', 'ɪ', 'l', 'a', 'ɪ', 'ɴ', 'o', 'a', 'p', 'ʁ', 'ɪ', 'tʲ']",4,SwitchLightOff,Switch off all exterior lighting.,smart-lights-en-far,1064.wav
74,"['b', 'ɪ', 'x', 'a', 's', 'w', 'a', 'iː', 'l', 'i', 'd', 'ʊ', 'ŋ̟', 'l', 'a', 'ɪ']",4,SwitchLightOff,Switch off small meeting room lights.,smart-lights-en-far,1065.wav
75,"['pʲ', 'ɥ', 'ɪ', 't͡ʃʲ', 'a', 's', 'ə', 'n', 'u', 'ɾ', 'a', 'ʐ', 'j', 'ɛ']",4,SwitchLightOff,Switch off the garage lights.,smart-lights-en-far,1066.wav
76,"['a', 'k', 'ʏ', 's', 'a', 'ʊ', 'a', 't', 'o', 'ɒ', 'ɪ']",4,SwitchLightOff,Switch off the lights,smart-lights-en-far,1067.wav
77,"['ts', 'ɪ', 'ʂ', 'a', 'ts', 'o', 'ɪ', 'e', 'lʲ', 'ɪ', 'm', 'ɪ', 'f', 'ɔ', 'ɾ', 'uə', 'ʂ', 'ɻ̩']",4,SwitchLightOff,Switch off the lights after we leave for the trip,smart-lights-en-far,1068.wav
78,"['t͡ʃʲ', 'i', 't͡ɕ', 'ɒ', 'tɕ', 'iː', 'ɕ', 'i', 'ɴ', 'k͡p̚', 'uə', 'a', 'ʂ']",4,SwitchLightOff,Switch off the shed lights.,smart-lights-en-far,1069.wav
79,"['k', 'i', 'ɕ', 'ɒ', 'v', 'ɪ', 'g', 'uə', 'a', 'ə', 'm', 'a', 'ʐ', 'ɔ', 'n', 'ʃ']",3,SetLightColor,Can you set a pink light in the basement?,smart-lights-en-far,107.wav
80,"['t', 'u', 't͡ʃʲ', 'o', 'ʁ', 'm', 'a', 't', 'a', 's', 'iː', 'b̞', 'a', 'n', 'uə', 'a', 'ɪ']",5,SwitchLightOn,Switch on my backyard lighting,smart-lights-en-far,1070.wav
81,"['t', 'uə', 'ts', 'a', 'ʁ', 'a', 'ɪ', 'n', 'tɕ', 'ɪ', 'ɡ', 'ɛ', 'f', 'ɔ', 'ʁ', 'm', 'a', 'ɪ', 'f', 'e', 'ɪ', 'ð']",5,SwitchLightOn,Switch on my cubicle light please,smart-lights-en-far,1071.wav
82,"['p', 'œ', 's', 'a', 'm', 'ɤ̆', 'ɾ', 'ɔ', 'ɡ', 'ə', 'ð', 'ɒ', 'ɪ', 'ʁ', 'ɾ']",5,SwitchLightOn,Switch on my garden lights,smart-lights-en-far,1072.wav
83,"['ɔ', 's̪', 'ɔ', 'a', 'ɪ', 's', 'ә', 'n', 'ɛ', 'x', 'ɛ', 'lʲ', 'iː', 'm', 'ɛ', 'ɔ']",5,SwitchLightOn,Switch on the lights in the kids bedroom.,smart-lights-en-far,1073.wav
84,"['t', 'uə', 'œ', 'k', 'a', 'm', 'ɒ', 'ɾ', 'm', 'ɔ', 'ʁ', 'ɒ', 'ɪ']",5,SwitchLightOn,Switch on the lights.,smart-lights-en-far,1074.wav
85,"['ts', 'ɔ', 'l', 'ʃ', 'a', 'ð', 'ɪ', 'n', 'v̞ʲ', 'y', 'lʲ', 'ɪ', 'o', 'a', 'ɪ', 'ɛ', 's', 'a']",5,SwitchLightOn,Switch on the studio light,smart-lights-en-far,1075.wav
86,"['ʁ', 'ɥ', 'ɨ', 's', 'ɨ', 'l', 'a', 'l', 'ʃ', 'l', 'ɪ', 't']",3,SetLightColor,Switch the light to green,smart-lights-en-far,1076.wav
87,"['t', 'ɔ', 's', 'ɔ', 'a', 'ʊ', 'f', 'ʏ', 'ɪ', 'ɔ', 'z', 'ʊ', 't', 'ɪ', 'ɾ']",3,SetLightColor,Switch the lights green.,smart-lights-en-far,1077.wav
88,"['ʃ', 'uː', 'ʂ', 'm', 'a', 'ɪ', 't͡ʃʲ', 'ʁ', 'i', 'l', 'iː', 'ə', 'ɡ', 'ɛ', 'ɾ', 's']",3,SetLightColor,Switch the lights to blue in the bedroom,smart-lights-en-far,1078.wav
89,"['f', 'ʊ', 's', 'o', 'a', 'ɪ', 'n', 'tʲ', 'ɪ', 'ə', 'ɾ', 'a', 'ɾ', 'ʁ', 'ɛ', 'ʂ', 'ə']",4,SwitchLightOff,Switch the lights to dark in the pantry,smart-lights-en-far,1079.wav
90,"['ə', 'ɡ', 'ɪ', 'n', 'ɛ', 't', 'ə', 'ð', 'i', 'x', 'n', 'ɪ', 'n', 'l', 'a', 'ɾ', 'ʃ', 'u', 'm', 'a', 'ɪ', 'n']",2,SetLightBrightness,Can you set the basement lights to five?,smart-lights-en-far,108.wav
91,"['p', 'ɨ', 'ʃ', 'ɪ', 'f', 'uə', 'a', 'ɪ', 'ə', 's', 'ɛ', 'm', 'ə', 'a', 'ɪ', 'n', 'ə', 's', 't']",3,SetLightColor,Switch the toilet light to red,smart-lights-en-far,1080.wav
92,"['t', 'uə', 's', 'ə', 'b̞', 'a', 'm', 'ɒ']",3,SetLightColor,Switch to red lights,smart-lights-en-far,1081.wav
93,"['t͡ʃʲ', 'ə', 'm', 'a', 'ð', 'o', 'ɒ', 'ɪ', 't', 'ʁ', 'ɪ', 'b̞', 'ɛ', 'lʲ', 'a', 'ʐ']",5,SwitchLightOn,TURN ON THE LIGHTS OF kids bedroom,smart-lights-en-far,1082.wav
94,"['ɪ', 'v', 's̪', 'uː', 'n', 'ɪ', 'ʐ', 'ɪ', 'b̞', 'a', 'ə', 'ʃ', 'ɪ']",0,DecreaseBrightness,The basement is too bright.,smart-lights-en-far,1083.wav
95,"['p', 'ɛ', 's', 'ʊ', 'm', 'x', 'm', 'a', 'ɪ', 'm', 'ʊ', 's', 'ɪ', 'ʃ', 'ɔ', 'ɕ', 'a', 'ʁ']",5,SwitchLightOn,The basement lights must be switched on,smart-lights-en-far,1084.wav
96,"['v', 'ə', 'o', 'a', 'lʲ', 't', 'a', 'lʲ', 't͡ʃʲ', 'ə', 'ʊ', 'ɛ', 'ə', 'f', 'ɔ', 'ʊ', 'n', 't', 'e', 'ɾ', 'a', 'ɪ', 'n', 'ɪ', 'ʃ']",0,DecreaseBrightness,"The bed room light are too bright, lower the brightness",smart-lights-en-far,1085.wav
97,"['v', 'ɔ', 'ɡ', 'ə', 'm', 'a', 'l', 'f', 'ɪ', 'n', 'ɾ', 'ʊ', 'f', 'a', 'ɪ', 'ʊ', 'ə', 'm', 'ɛ', 'a', 'n', 'ɪ', 'x']",1,IncreaseBrightness,The bed room lights need a brighter illumination,smart-lights-en-far,1086.wav
98,"['d', 'ə', 'ɛ', 'ɔ', 'uə', 'ɒ', 's̪', 'i', 'iː', 'b̞', 'uə', 'a', 'ɔ', 'ɛ', 'n', 'e', 'a', 'ɾ']",1,IncreaseBrightness,The bedroom lights need to be brighter right now,smart-lights-en-far,1087.wav
99,"['ts', 'ə', 'p', 'a', 'ɾ', 'ð', 'ɪ', 'tɕ', 'iː', 'lʲ', 'j', 'v', 'iː', 'm', 'a', 'ð', 'iː', 'z', 'e', 'ɔ']",2,SetLightBrightness,The brightness in the studio should be twenty two,smart-lights-en-far,1088.wav
100,"['ɔ', 'b', 'ɾ', 'uː', 'm', 'iː', 'ɕ', 'ɻ̩', 'l', 'iː', 'ɕ', 'ɒ', 'ɪ', 'n', 'iː', 'b̞', 'a', 'f', 'ɔ']",2,SetLightBrightness,The brightness should be ten in a bathroom,smart-lights-en-far,1089.wav
