id,phones,label,intent,text,data-type,file
159,"['a', 'ɪ', 'l', 'a', 'ɪ', 'x', 't', 'ɹ̩', 'ʁ', 'ð', 'ɛ', 's', 'u', 'n', 'a', 'm', 'a', 'ɪ', 'ʊ']",6,PlayMusic,I'd like to listen to Mild,smart-speaker-en-close,645.wav
680,"['b', 'ɪ', 's', 't', 'a', 'ɪ', 'n', 'ə', 'ɛ', 's', 't', 'ɡ', 'ɔ', 'ʁ', 'ɪ', 'n', 'ɡ', 'ɑ', 'ʁ', 'n', 'ɛ', 'ɳ', 'd', 'ɛ', 't', 'pʲ', 'ɛ', 'ə', 'ɾʲ', 'ɪ', 'ŋ', 't', 'a', 'ɾ', 't͡ʃʲ', 'ɾ', 'œ', 'n', 'ʁ', 'a', 'ɒ', 'ɪ', 's', 'a', 'ɾ']",1,IncreaseBrightness,"the sun is going down and its getting dark, turn the lights up",smart-lights-en-close,1613.wav
1573,"['p', 'ʁ', 'i', 'z', 'tʲ', 'ɾ', 'ɹ̩', 'e', 'ɪ', 'n', 'ə', 'sː', 'ɛ', 'l̪', 'ə', 'l̪', 'a', 'i', 't', 'ɨ', 'x', 'u', 't', 'ɹ̩', 'ɾ', 'i', 'a', 'ɪ']",2,SetLightBrightness,Please turn the cella light to thirty nine,smart-lights-en-close,920.wav
418,"['t̪ʰ', 'iː', 'ɴ', 'n', 'iː', 'tʲ', 'ə', 'l', 'o', 'ʋ', 'tʂ', 'ɪ', 'ʂ', 'ɔ', 'm', 'o', 'ɾ', 'b̞', 'a', 'ɪ', 'zʲ']",4,SwitchLightOff,can you turn off the cellar lights?,smart-lights-en-close,1377.wav
1584,"['t', 'ʁ', 'e', 'ʂ', 'ɒ', 'ɪ', 'n', 'ð', 'ə', 'l', 'a', 'i', 'k', 'a', 'f', 'ɪ', 'n', 'ð', 'ɪ', 's', 'm', 'ɹ', 'ə', 'm', 'z']",4,SwitchLightOff,Please turn the lights off in this room,smart-lights-en-close,930.wav
808,"['k', 'œ', 'n', 'tɕ', 'ə', 'ɥ', 'ɪ', 'tɕʰ', 'ɹ', 'a', 'l', 'n', 'ɔ', 'l̪', 'a', 'ɪ', 'n', 't͡ʃ', 'a', 'ə', 'n', 'ʁ', 'uː', 't']",5,SwitchLightOn,Could you turn the lights on please,smart-lights-en-close,225.wav
1391,"['m', 'e', 'j', 'k', 'ð', 'ə', 'l', 'a', 'j', 'tʰ', 'i', 'm', 'ɔ', 'ɹ', 'ɾ', 'ɪ', 'n', 't', 'a', 'ɳ', 's', 'ɪ', 'n', 'ð', 'ə', 'b̥', 'a', 's', 'ɹ̩', 'ә', 'm']",1,IncreaseBrightness,Make the lighting more intense in the bathroom,smart-lights-en-close,756.wav
1448,"['m', 'a', 'ɪ', 'ts', 'a', 'l', 'd͡ʒ', 'uː', 'n', 'i', 'n', 's', 't', 'ə', 'pʲ', 'i', 'tʲ', 'a', 'ɾ', 't', 'ə']",0,DecreaseBrightness,My bedroom needs to be darker.,smart-lights-en-close,808.wav
1316,"['m', 'e', 'j', 'k', 'ɟ', 'ə', 'n', 'd', 'ɑ', 'ɹ', 'k', 'ə', 'n', 'ð', 'ə', 't͡ʃʲ', 'e', 'j', 'n', 'd͡ʒ', 'ə', 'ɹ', 'u', 'm']",4,SwitchLightOff,Make it dark in the changing room,smart-lights-en-close,688.wav
296,"['a', 'ɪ', 'n', 'm', 'a', 'ɪ', 'x', 'sː', 'uː', 'ð', 'ɛ', 's', 'lʲ', 'ɪ', 'dʲ', 'ʊ', 'ɾ', 'b', 'a', 'ə']",6,PlayMusic,I'd like to listen to Diplo,smart-speaker-en-close,947.wav
453,"['ts', 'ɪ', 'n', 'ð', 'ə', 'b̞', 'ɛ', 'l', 'ɻ', 'u', 'm', 'a', 'ɪ', 'tʲ']",0,DecreaseBrightness,dim the bed room lights ,smart-lights-en-close,1408.wav
1354,"['mʲ', 'e', 'x', 't', 'ɛ', 'm', 'ɾ', 'a', 'ɪ', 'ɛ', 'z', 'ə', 'n', 'ɪ', 's', 'a', 'ʊ', 'f', 'm', 'a', 'ɪ', 'n', 'l', 'a', 'ɪ', 'tʲ', 's', 't', 'ɔ', 'l', 't', 'i', 'n', 'a', 'ɪ', 'ə', 'n']",2,SetLightBrightness,Make the brightness of my lights thirty nine.,smart-lights-en-close,721.wav
949,"['a', 'j', 'θ', 'uə', 'i', 'k', 'ə', 'l', 'ɪ', 's̪', 'ə', 'n', 't', 'ɨ', 'ɹ', 'a', 'n', 'd͡ʒ', 'ɒ', 'm', 'ɛ', 'ɹ', 'i', 'ɛ', 'l', 'ə']",6,PlayMusic,I'd like to listen to Ronja Mariela,smart-speaker-en-close,354.wav
579,"['a', 'ɾʲ', 'ɪ', 'o', 'b̞', 'a', 'i', 'l', 's', 'f', 'uə', 'z']",5,SwitchLightOn,patio lights please,smart-lights-en-close,1522.wav
124,"['ɛ', 'm', 'uə', 's', 'ɒ', 'ɪ', 'y', 'ɳ', 'd', 'ɔ', 'l', 'æ', 'k', 'ɔ̃', 's', 't', 'uə', 't', 'a', 'ɴ', 'dʲ', 'iː', 't', 'lʲ', 'i']",2,SetLightBrightness,Can you set the brightness to seventy-three,smart-lights-en-close,111.wav
165,"['a', 'ɪ', 'n', 'm', 'a', 'ɪ', 's', 'sː', 'ɹ̩', 'ð', 'ɛ', 's', 'ə', 'n', 'ɪ', 't', 'ɡ', 'a', 'ʊ', 'l̪', 'a', 'ɪ', 'n', 'h', 'a', 'ʊ', 'z', 'ə', 'ʊ']",6,PlayMusic,I'd like to listen to Belén Ayuso,smart-speaker-en-close,434.wav
338,"['d', 'ɔ', 'ð', 'ə', 'n', 'ð', 'ɪ', 'n', 'a', 'ɪ', 'f', 'ʁ', 'a', 'ɹ', 'ə', 'n', 'm', 'e', 'ʀ', 'i', 't͡ʃʲ', 'ʊ']",5,SwitchLightOn,Turn the lights on the kitchen,smart-lights-en-close,1302.wav
526,"['ɒ', 'j', 'i', 'l', 'a', 'j', 'k', 't', 'ə', 'l', 'ɪ', 's', 'ə', 'n', 't', 'ə', 'ɾ', 'u', 'ɕ', 'i', 'æ', 'n', 'ə']",6,PlayMusic,I'd like to listen to Luciana,smart-speaker-en-close,187.wav
295,"['a', 'n', 'l', 'a', 'ɪ', 'k', 's', 'sː', 'ð', 'ɔ', 'l', 's', 'ts', 'ɪ', 'n', 'ɪ', 'n', 'ɑ', 'ɾ', 'i', 'm', 'ə', 't', 'a', 't͡ʃʲ', 't', 'ə', 'f']",6,PlayMusic,I'd like to listen to Natti Natasha,smart-speaker-en-close,946.wav
89,"['ts', 'uə', 'ɪ', 't͡ʃʲ', 'f', 'ɔ', 'ə', 'l', 'a', 'ɪ', 's', 't', 'ə', 'd', 'ɔ', 'ʏ', 'k', 'ɛ', 'n', 'ð', 'ə', 'v', 'e', 'n', 'tʂʰ', 'ɥ', 'n']",4,SwitchLightOff,Switch the lights to dark in the pantry,smart-lights-en-close,1079.wav
580,"['a', 'l', 's', 'a', 'ɪ', 'x', 'ts', 'ɔ', 'l', 'ʃ', 'ə', 'n', 'ɪ', 'n', 'ə']",6,PlayMusic,I'd like to listen to NF,smart-speaker-en-close,1012.wav
371,"['a', 'ɪ', 'n', 'ɾ', 'l', 'a', 'ɪ', 'x', 't', 'uə', 'lʲ', 'ɪ', 'x', 'ə', 'n', 't', 'uə', 'ɾ', 'f', 'ɑ', 'l', 'lʲ', 'ɪ', 'ə']",6,PlayMusic,I'd like to listen to Thalía,smart-speaker-en-close,1212.wav
896,"['h', 'a', 'ʀ', 'm', 'i', 'm', 'e', 'l', 'k', 'ð', 'ɪ', 'ə', 'ɪ', 'n', 'tʰ', 'a', 'j', 'ɹ̩', 'h', 'a', 'ʊ', 's', 'f', 'l', 'ɪ', 'k']",3,SetLightColor,Help me make the entire house pink,smart-lights-en-close,305.wav
31,"['d', 'ə', 's̪', 'ʊ', 'n', 's̪', 'ɛ', 'ij', 'j', 'a', 'i', 'x', 'uə', 'a', 'ɾ', 't', 'æ', 'zʲ']",6,PlayMusic,I'd like to listen to Jhay Cortez,smart-speaker-en-close,716.wav
192,"['e', 't̪', 'uə', 'a', 'i', 'tʲ', 'tʂʰ', 'ʊ', 'b̞', 'a', 'tʲ', 'ə', 'd͡ʒ', 'uə', 'a', 'ɪ']",6,PlayMusic,I'd like to listen to Drake,smart-speaker-en-close,850.wav
116,"['a', 'ɪ', 'n', 'w', 'a', 'ɪ', 'k', 'tʂ', 'ʊ', 'm', 'ɛ', 'ɕ', 'ə', 'n', 'tʂʰ', 'ɔ', 'm', 'ɨ', 'ð', 'ɛ', 'ɪ', 'ə', 'n']",6,PlayMusic,I'd like to listen to Lil Xan,smart-speaker-en-close,1230.wav
1156,"['ɑ', 'v', 'a', 'ɪ', 'k', 's', 'u', 'ʁ', 'ɪ', 's', 'z', 'ɪ', 'n', 'lʲ', 'ɪ', 't', 'ə', 'p', 'ɾ', 'ɪ', 't͡ʃʲ', 'k', 'ɑ', 'ʏ', 'ʁ', 'ə', 'k']",6,PlayMusic,I'd like to listen to Debrah Scarlett,smart-speaker-en-close,755.wav
916,"['ɒ', 'ɪ', 'l', 'o', 'a', 'ts', 'o', 'l̪', 'ə', 'ɪ', 's̪', 'uə', 'ə', 'a', 'ɴ', 'lʲ', 'ɪ', 'lʲ', 'i', 'm', 'uə', 'ɾ']",4,SwitchLightOff,I don't want the lights on anymore,smart-lights-en-close,323.wav
733,"['t', 'ɹ̩', 'n', 'a', 'x', 'uː', 'a', 'ɪ', 'n', 'ə', 'n', 'm', 'e', 'z', 'ə', 'n', 'ɪ', 's', 't']",1,IncreaseBrightness,turn up light in basement,smart-lights-en-close,1661.wav
627,"['h', 'ɛ', 'p', 'ɾ', 'a', 'ɪ', 't', 'œ̃', 's', 't', 'uə', 'f', 'a', 'ɪ']",2,SetLightBrightness,set brightness to five,smart-lights-en-close,1566.wav
896,"['w', 'a', 'ɪ', 's', 'a', 'uə', 's', 'ɪ', 'm', 'ə', 'n', 'uə', 'ʁ', 'i', 'ʁ']",6,PlayMusic,I'd like to listen to Noriel,smart-speaker-en-close,1108.wav
107,"['a', 'lʲ', 'l', 'a', 'ɪ', 't', 'uə', 'lʲ', 'ɪ', 's', 'ɔ', 'ɴ', 'd', 'uə', 'lʲ', 'ɪ', 'ɕ', 'k', 'ə', 'l', 'ɪ', 'm']",6,PlayMusic,I'd like to listen to Lil' Kleine,smart-speaker-en-close,1017.wav
937,"['a', 'j', 'lʲ', 'i', 'v', 's', 'ʌ', 'm', 'l̪', 'a', 'j', 'p', 'l', 'e', 'j', 'z', 'æ', 'n', 'ð', 'ə', 't͡ʃʲ', 'ɪ', 't͡ʃʲ', 'ə', 'n']",5,SwitchLightOn,I need some light please in the kitchen,smart-lights-en-close,342.wav
1189,"['a', 'ɪ', 'n', 'k', 'ɻ̩', 's', 'w', 'a', 'ɪ', 'ɛ', 'ɪ', 'n', 't', 'a', 'ɪ', 'n', 't͡ʃ', 'ə', 'lʲ', 'ɪ', 'ə']",1,IncreaseBrightness,Increase light intensity.,smart-lights-en-close,573.wav
329,"['t', 'œ', 'n', 'ɔ', 'ʁ', 'a', 'ɪ', 'ʃ', 'ɔ', 'a', 'n', 'ə', 'n', 'ə', 'm', 'e', 'lʲ', 'ɪ', 'o', 'ʊ', 'm']",5,SwitchLightOn,Turn the lights on in the meeting room,smart-lights-en-close,1295.wav
791,"['m', 'a', 'l', 'd͡ʒ', 'a', 'ɪ', 's', 't', 'ɹ̩', 'a', 'ɪ', 'ə', 'lʲ', 'ɪ', 'ɡ', 'ə', 'n', 'f', 'a', 'l', 'ə', 'ʀ', 'a', 's', 'p', 'a', 'ɪ', 'x', 't', 'ə', 't͡ʃʲ', 'uː', 'o']",2,SetLightBrightness,Adjust the lighting to level twenty two,smart-lights-en-close,21.wav
1203,"['a', 'j', 'm', 'a', 'j', 'tʰ', 'ts', 'ɯ', 'l', 'ɛ', 'ʂ', 'ə', 'n', 'ə', 'm', 'a', 'j', 'f', 'ɛ', 'ɹ', 'i']",6,PlayMusic,I'd like to listen to Mike Perry,smart-speaker-en-close,1035.wav
566,"['a', 'j', 'd', 'a', 'ɒ', 'ʏ', 'k', 't', 'ɔ', 'm', 'ɛ', 'x', 'ɪ', 'n', 'ə', 'w', 'ʌ', 'n', 'd', 'ɹ̩', 'e', 'ʃ', 'ə', 'n']",6,PlayMusic,I'd like to listen to One Direction,smart-speaker-en-close,938.wav
167,"['a', 'm', 'ʁ', 'ɪ', 'k', 's', 'ts', 'a', 'l', 'ɛ', 's̪', 'ɪ', 'n', 'ə', 'k', 'ʀ', 'e', 'n', 'ɪ']",6,PlayMusic,I'd like to listen to Greeny,smart-speaker-en-close,432.wav
1208,"['d', 'ə', 'n', 'k', 'ʀ', 'i', 'z', 'ə', 'ɪ', 'n', 'd', 'a', 'n', 'tʂ', 'ɹ̩', 't', 'ɪ', 'ɔ', 'n', 'ɡ', 'e', 'ʀ', 'a', 'ɪ', 't͡ʃ']",1,IncreaseBrightness,Increase the intensity of the lights,smart-lights-en-close,590.wav
544,"['l', 'o', 'v', 'ɔ', 'ɾ', 'k', 'ɪ', 'l', 'zʲ', 'm', 'a', 'g', 'ɾ', 'ʊ', 'l', 'a', 'ɪ', 'w', 'a', 't']",0,DecreaseBrightness,lower kids bedroom lights,smart-lights-en-close,1491.wav
977,"['a', 'j', 'm', 'b̞', 'a', 'j', 'tʂʰ', 'ɛ', 'l', 'ɛ', 'ʃ', 'ə', 'm', 'ɒ', 'lʲ', 'ɛ', 's', 't͡ɕ', 'y', 'n', 'ɪ', 'ɟ', 'ə', 's']",6,PlayMusic,I'd like to listen to Neptunica,smart-speaker-en-close,219.wav
20,"['a', 'ɪ', 'v', 'a', 'ɪ', 'k', 's', 't', 'ɹ̩', 'ʁ', 'ʀ', 'ɛ', 's', 's̪', 'ə', 'n', 'ɪ', 'ə', 'tɕʰ', 'ɪ', 'ə', 'h', 'œ', 'b', 'ə']",6,PlayMusic,I'd like to listen to G Herbo,smart-speaker-en-close,812.wav
368,"['ɪ', 'k', 'œ', 'n', 'ə', 'ts', 'o', 'm', 'a', 'ɪ']",1,IncreaseBrightness,Turn up the lights,smart-lights-en-close,1331.wav
493,"['a', 'ɪ', 'ɾ', 'a', 'ɪ', 'x', 'tʲ', 'e', 'ʀ', 'ɪ', 's', 'ə', 'n', 'ɛ', 'zʲ', 'ɛ', 't', 'v̞ʲ', 'ɪ', 's', 'p', 'a', 'ɪ', 'l']",6,PlayMusic,I'd like to listen to City Spud,smart-speaker-en-close,455.wav
1084,"['ɛ', 's', 'w', 'a', 'ɪ', 'x', 'tʂʰ', 'ɔ', 'm', 'œ', 'x', 'ə', 'n', 'ə', 'm', 'a', 'ɪ', 'tʲ', 'f', 'ʁ', 'a', 'ʐ', 'ə', 'm', 'ə', 's']",6,PlayMusic,I'd like to listen to Mike Posner,smart-speaker-en-close,953.wav
1171,"['ɪ', 'n', 'ð', 'ə', 'ɛ', 'n', 't', 'ɹ̩', 'ə', 'n', 's', 'm', 'e', 'j', 'k', 'ð', 'ə', 'l', 'a', 'j', 'tʰ', 'ts', 'ə', 'p', 'æ', 'ŋ', 'k']",3,SetLightColor,In the entrance make the lights pink,smart-lights-en-close,557.wav
686,"['a', 'm', 'a', 'ɪ', 's', 't', 'uə', 'ɔ', 'l', 'ð', 'ɪ', 's', 't', 'zʲ', 'uː', 'm', 'ɪ', 't', 'a', 'ʁ', 'ə', 's', 'ɪ', 'ə']",6,PlayMusic,I'd like to listen to Bazzi,smart-speaker-en-close,999.wav
1554,"['i', 'l', 'd', 'ə', 'n', 'uə', 'f', 'ɔ', 'l', 'ɒ', 'ɪ']",4,SwitchLightOff,Please turn off all lights.,smart-lights-en-close,903.wav
870,"['a', 'ɪ', 'l', 'n', 'l', 'a', 'ɪ', 'ɡ', 't', 'ə', 'w', 'ɪ', 's', 'ə', 'n', 't', 'ʏ', 'n', 'mʲ', 'ɪ', 'n', 'ə', 't͡ʃʲ', 'ə', 'n', 'ə', 'n', 'ɔ']",6,PlayMusic,I'd like to listen to Nine Chen,smart-speaker-en-close,162.wav
457,"['dʲ', 'ɛ', 'm', 'ð', 'ɔ', 'ʁ', 'l', 'a', 'ɪ', 'x', 't', 'ɪ', 'n', 'ɳ', 'ə', 'x', 'i', 'b̞', 'ɹ̩', 'ə', 'ʀ', 'a', 'ʊ', 'h', 'x']",0,DecreaseBrightness,dim the lights in the cubicle,smart-lights-en-close,1411.wav
692,"['a', 'ɪ', 'ɾ', 'w', 'ɔ', 'ʏ', 'k', 't', 'ə', 'w', 'ɛ', 's', 'ə', 'n', 'ɪ', 'ɕː', 'a', 'd', 'ɛ', 'l']",6,PlayMusic,I'd like to listen to Shabu,smart-speaker-en-close,124.wav
791,"['a', 'l', 'a', 'ɪ', 'k', 's', 't', 'd', 'ɔ', 'ʁ', 'ð', 'ɛ', 's', 'ts', 'ʊ', 'm', 'ɪ', 't͡ʃ', 'ɛ', 'ð', 's', 'uː', 'm', 'a']",6,PlayMusic,I'd like to listen to Jason Mraz,smart-speaker-en-close,1174.wav
736,"['t͡ʃʲ', 'œ', 'n', 'ə', 'a', 'ʊ', 'd', 'ə', 't', 'ɾ', 'a', 'ɪ', 'ɛ', 'ɪ', 'ə', 'n', 'ə', 's', 'ə', 'n', 'ə', 'f', 'ɾ', 'ə', 'a', 'ɾ', 'i', 'ə', 'ʁ']",1,IncreaseBrightness,turn up the brightness in the patio,smart-lights-en-close,1664.wav
927,"['d', 'œ̃', 'ɪ', 'l', 'a', 'ɪ', 'tʲ', 't', 'ɹ̩', 'ð', 'a', 's', 'ʊ', 'n', 'tʲ', 'ɪ', 'ʁ', 'ɛ', 'b̞', 'i', 's', 'ɪ', 'k']",6,PlayMusic,I'd like to listen to Avicii,smart-speaker-en-close,894.wav
333,"['b̞', 'ɪ', 'k', 's', 't', 'ɻ̩', 'ð', 'ə', 'zʲ', 'ə', 'n', 'tɕ', 'uː', 'a', 'n', 'ts', 'ɪ', 'p', 'ə', 'tɕ', 'uː', 'b̞', 'ɾ']",6,PlayMusic,I'd like to listen to Antek Smykiewicz,smart-speaker-en-close,139.wav
537,"['ɒ', 'w', 'a', 'ɪ', 'ʂ', 'ə', 'w', 'a', 'ɕ', 'iː', 'n', 'tʂ', 'ə', 'n', 'ɪ', 's', 'k', 'ɪ']",6,PlayMusic,I'd like to listen to Niska,smart-speaker-en-close,1123.wav
735,"['t', 'ɹ̩', 'n', 'a', 'ʊ', 's', 'ɾ', 'ɛ', 'b', 'ɾ', 'a', 'ɪ', 'n', 'ɛ', 's', 't']",1,IncreaseBrightness,turn up the brightness,smart-lights-en-close,1663.wav
1382,"['m', 'ɛ', 'l', 's', 't', 'a', 'l̪', 'a', 'ɪ', 'g', 'ɥ', 'e', 'n']",3,SetLightColor,Make the light green,smart-lights-en-close,748.wav
755,"['a', 'l̪', 'a', 'ɪ', 'sː', 'a', 's', 'a', 'ʊ', 'b̞', 'æ', 'ɳ', 'i', 'ð', 'ɪ']",6,PlayMusic,I'd like to listen to Ryn Weaver,smart-speaker-en-close,369.wav
498,"['æ', 'n', 'd', 'a', 'j', 'tʂ', 'ɔ', 'l', 'œ', 'ɕ', 'iː', 'n', 'ə', 'l', 'ɪ', 'ɾ', 'ə', 'l', 'd', 'ɹ', 'æ', 'g', 'ə', 'n']",6,PlayMusic,I'd like to listen to Little Dragon,smart-speaker-en-close,179.wav
257,"['a', 'ɪ', 'm', 'a', 'ɪ', 'k', 'ts', 'uə', 'o', 'l', 'ɛ', 's', 'lʲ', 'ɛ', 'x', 't', 'l', 'a', 'ʀ', 'a', 'ʊ', 'h', 'd͡ʒ', 'j']",6,PlayMusic,I'd like to listen to Karol G,smart-speaker-en-close,1058.wav
660,"['t', 'e', 'k', 'ə', 'ʊ', 'h', 'a', 'ɪ', 's', 'a', 'ə', 'a', 'f', 't', 'ɾ', 'a', 'ɛ', 'l', 's', 'ɕ', 'ɔ', 'n', 'ɛ', 's', 'p', 'ɑ', 's', 'ə', 'n', 'd', 'ə']",4,SwitchLightOff,take all lights off  as soon as possible,smart-lights-en-close,1596.wav
959,"['a', 'ɪ', 'n', 'i', 'z', 'o', 'l', 'a', 'ɪ', 's', 't', 'a', 'n', 'a', 's', 'ɪ', 'n', 'ð', 'ə', 'v', 'ɛ', 's', 't', 'ə', 'v̞ʲ', 'ɪ', 'ʁ']",4,SwitchLightOff,I need the lights turned off in the vestibule,smart-lights-en-close,362.wav
422,"['ɡ', 'ɛ', 'ə', 'n', 'ʊ', 'ɾ', 'a', 'n', 'd', 'ə', 'l', 'a', 'ɪ', 'x', 'lʲ', 'ɔ', 'ʊ', 'h']",0,DecreaseBrightness,can you turn the lights down,smart-lights-en-close,1380.wav
973,"['a', 'ɪ', 'w', 'a', 'n', 's', 'uː', 'ð', 'a', 's']",3,SetLightColor,I want blue lights ,smart-lights-en-close,375.wav
1169,"['ə', 'n', 'ð', 'ə', 'ɕ', 'i', 'b', 'ə', 'f', 'a', 'ʁ', 'n', 'ts', 'p', 'ɛ', 'l', 'x', 't', 'a', 'f', 'd', 'ɾ', 'ə', 'v', 'a', 'ɪ', 't']",4,SwitchLightOff,In the cubicle and switch off the lights,smart-lights-en-close,555.wav
288,"['t', 'ɔ', 'ɪ', 'n', 'ð', 'ə', 'f', 'l', 'a', 'ɪ', 'tʂ', 'ʊ', 'm', 'ʁ', 'ɔ', 'f']",4,SwitchLightOff,Turn the flat room off.,smart-lights-en-close,1258.wav
470,"['m', 'ɨ', 'p', 'ɪ', 'p', 'a', 't̪', 'a', 'ɾ']",4,SwitchLightOff,get the bedroom dark,smart-lights-en-close,1423.wav
1067,"['ə', 'l', 'a', 'ɪ', 'k', 'tʲ', 'uə', 'ð', 'ʏ', 's', 'ə', 'n', 't', 'æ', 'm', 'ʂ', 'e', 'k', 'ə', 'v̞ʲ', 'e', 'ɪ', 'n', 'a']",6,PlayMusic,I'd like to listen to MC Kevinho,smart-speaker-en-close,985.wav
952,"['p', 'a', 'j', 's', 'ʁ', 'a', 'j', 'tsʰ', 'ə', 'l', 'ә', 's', 'ə', 'n', 't͡ɕ', 'u', 'v', 'k', 'ɑ', 'ɹ', 'l', 'i', 's', 'ɛ', 'd']",6,PlayMusic,I'd like to listen to Carlos Cid,smart-speaker-en-close,351.wav
930,"['k', 'a', 'l', 'ɒ', 'ɪ', 'tʲ', 'ts', 'uː', 'ʁ', 'a', 'ɕ', 'ɔ̃', 'ə', 'k', 'ʁ', 'i', 'y', 'n', 'm', 'e', 'œ̃', 'ɴ', 'n', 'ɪ', 'ʁ']",6,PlayMusic,I'd like to listen to Clean Bandit,smart-speaker-en-close,897.wav
1294,"['t̪', 'o', 'ð', 'o', 'l̪', 'a', 'ɪ', 't͡ʃʲ', 'e', 'n', 'e', 't͡ʃʲ', 'e', 'dʲ', 'i', 'b̞', 'o', 'm', 'uə']",0,DecreaseBrightness,Lower the lights in the changing room ,smart-lights-en-close,668.wav
609,"['d', 'ɛ', 'ə', 'l', 'a', 'ɪ', 'tʲ', 'tʂ', 'ə', 'ð', 'ə', 's', 'ɪ', 'n', 't', 't͡ʃ', 'ʏ', 'b̞', 'lʲ', 'ɪ', 'ə', 'm', 'a', 'ɪ', 'm', 's']",6,PlayMusic,I'd like to listen to LeAnn Rimes,smart-speaker-en-close,208.wav
1126,"['a', 'l', 'ð', 'ə', 'l', 'a', 'ɪ', 'x', 't', 'ɹ̩', 'v', 'ɹ', 'a', 'ɪ', 'tʰ', 'n', 'ɛ', 's', 't͡ʃʲ', 'a', 'ɪ', 'n', 't͡ʃʲ', 't', 'ɪ', 'n', 'ð', 'ɹ̩', 'ʃ', 'lʲ', 'ɛ', 'l']",4,SwitchLightOff,I'd like the brightness changed in the shed,smart-lights-en-close,514.wav
226,"['ɕ', 'ɔ', 'l̪', 'ə', 'n', 'a', 'ə', 'n', 'v', 'ɛ', 'l', 'n', 'd͡ʒ', 'ʏ', 'm', 'a', 'ɪ']",5,SwitchLightOn,Turn on bed room lights,smart-lights-en-close,1201.wav
760,"['tʂ', 'e', 'n', 'tʂ', 'a', 'l', 'a', 'ɪ', 'tʲ', 'k', 'o', 'l', 'a', 't', 'o', 'uə', 'x', 'uə', 'i', 'n', 'k', 'uə', 'p', 'lʲ', 'ɪ', 'ə', 's']",3,SetLightColor,Change the light color to pink please,smart-lights-en-close,182.wav
