,wav_id,transcript,label
105,8acce0f72d241c9997da2ac0d4e124fe_59b0d5de33279310b8000129,t a o x a ŋ t a o j o ŋ k͡p̚ uə e ɪ j uə m a o t͡ɕ ʌ k͡p̚ uə a n,1
106,74636837f58e46f66cd64f2d77b6ab03_59ba4ebc33279369d9000044,d a ʊ x a n d ə ʊ ʂ a ŋ k ɪ ə ʝ ɑ ә n v ɑ n g ɑ ð uə ʂ a ɪ l ə,1
107,f0a16d7d033962c2ea78f64d35dcbcb4_59bf49d333279304840004a2,k e t a,0
108,c7ac6f7c1180621055e0a1321d0cebc6_59c22e9f3327932a8e000017,d i dʲ æ ʂ ɻ̩ ɕ iː tɕ a ʁ uə ʐ e,1
109,ee9fb8858c25edaaee8803df70d1f7c9_59b73a373327930b3500010d,ɔ t̪ a ʁ ʊ ɴ a h ʀ a ɳ d ɔ t͡ʃʲ p ɹ̩ k a ɾ ʁ a t͡ʃʲ ɪ b̞ e ɪ ʎ ʝ a tɕ j ə d ɒ ʊ s ɾ a tɕʰ i,1
110,a5eb0f2cf6609ae24e07d32f295366f2_59bb19ae332793166400001b,tɕʰ y x ʌ ʏ ə n ɪ ʊ m a n,1
111,1ae03f3881898e1e6528aebb7c0bca49_59bb52c5332793126c000015,uə t͡ʃʲ y ʏ u ts a lʲ ɛ ʁ b̞ a m ɛ,1
112,b931c147279c0a43eb616819da7deaea_59abfaf3332793592b000029,ɔ̃ b ɪ l a ʁ s ɒ ɳ ɴ tɕ i lʲ e o uə tɕʰ iː ʁ ʀ ʌ,1
113,5239f90d5b85647fa73ff6a9811bf9a6_59af44803327932686000016,k͡p̚ ɔ t̪ʰ i ŋ m iː b ɒ ʔ j t͡ɕ i t͡ɕ i ʔ a n ɕ i a h a ɳ h ɔ ŋ̟,1
114,2a502c731e751bded8d7b37bba3547e1_59aa535b33279311c3000011,ʁ ɒ tʂ ɨ s ɒ ә h a s o s a,0
115,bee2355d04910b39c7f5b3d9f1f1039b_59a9315733279305080001b4,b̤ ɒ x a ɴ p ɨ ɒ ɤ,0
116,bee2355d04910b39c7f5b3d9f1f1039b_59a9315e33279305080001b7,t o ŋ tʰ i ŋ t a t o x a t ɹ̩ p o ŋ tɕʰ i ŋ uə x o uə tɕ i x ʌ k ɒ o ʂ ɻ̩ uə t ɒ t̪ o ŋ tɕʰ i ŋ ʌ,1
117,bee2355d04910b39c7f5b3d9f1f1039b_59a9318433279305080001bf,ə m ɒ d ɔ a ə ð a,1
118,85a0639ebc6c64a2600ac75eee07fd0c_59c0a80e33279303bc0000ef,t a zʲ a tɕ ɒ ʁ ɾ ɒ s̪ ɻ̩ lʲ ə n o tɕ ɪ ɴ fʲ iː v a,1
119,a8ccd6f0aeaaa9b801ca380198b1073e_59bf1fcc3327931b67000020,t͡ɕ i n ɲ i n t ɒ o x a d ɒ o ʂ i l e i iː n,1
120,fd40a2dd2274fa5fa3d024fa6772c3ba_59a94aff33279303ab000010,tɕ iː tː a ә p a ɪ tʂʰ ɒ,1
121,fd40a2dd2274fa5fa3d024fa6772c3ba_59a94b1933279303ab00001f,ʊ ŋ̟ m w a n p ɔ ʁ ts a tʂ t a iː,1
122,12df3b360e1e209e385cce99a1c06ccc_59bb61dc3327933ea5000061,k͡p̚ uə o ts a ŋ a n tʂ uə ɕ i æ n tɕ i a o tɕ i æ n d uə o ɾ,1
123,12df3b360e1e209e385cce99a1c06ccc_59bb61e63327933ea5000068,ɒ n tʂʰ uə ɕ i æ n k uə o a ɴ tɕ i tɕ i o uə k o ŋ tɕ i ŋ tʂʰ a k͡p̚ i t̪ʰ i ɕ ɒ ŋ ʀ a,1
124,90b2a973094e8d4002ef2a48c21c104d_59c090e4332793397500001c,t o ð ɒ x a ŋ t ɒ o k͡p̚ ɔ̃ ŋ g uː j uə ɒ n,1
125,247a5f004878af3d7f1e944ed651ce58_59bd01fd33279304a6000013,,1
126,5ce612553d509b07734c64fb01ce28c1_59b37cde33279308ff00006c,ɒ a x ʁ i v̞ʲ iː x æ ʁ uə dʲ iː ð a ð b̞ ɛ ɲ a p œ,1
127,2c6351b0bfbcaba097f8578963ddb72c_59aa4b98332793381b000019,d ts o a ʐ ɻ̩ ts ʊ ŋ̟ uː ʀ a ә v ɪ ɕ ə y m ɪ ʂ ɻ̩ lʲ e n dʲ ɒ ʁ m u n ɒ,1
128,73a213ff66914c21e5ff0a92c2914e60_59a9598b332793408c000044,t͡ɕ y x ʌ l a ɪ ʂ ʌ ɴ ɒ n ʂ ɻ̩ ə tɕʰ y tʰ ʌ ɴ tɕʰ o,1
129,73a213ff66914c21e5ff0a92c2914e60_59a95996332793408c00004b,w o tɕ y kʰ ʌ l a ɪ ʂ o ŋ tɕʰ y tʰ uə ʌ tʂ uə tɕʰ y i ɕ a o ɕ y o,1
130,333fd3fe012adaa3dcf6bd693af7da6f_59c0c9b43327932e66000044,tɕʰ y tɕ i o ts o uə x a ŋ d æ t ɪ ʀ a m ʌ n iː,2
131,017b48d6d8864a62edf756a6495c521d_59b8c1e03327930cda000034,b̞ ɔ ʀ ɪ s ɪ tʲ ɪ,1
132,4283fa6c4c783aed59a1107f5329cc17_59c08c9c3327930ed000000e,w j æ ʂ ɻ̩ uə l a tʂʰ u b̞ ɒ a b uə ʂ ɻ̩ ɕ i ɡ ʌ ɕ i a,1
133,3b727b3bba621faa7cd245808c0a9841_59abdd083327930b2200000a,a ɴ a p ɛ bʲ iː ɡ a,1
134,176b7e41cace06fed3f33499e84f0e7a_59b64bc83327932bb000002a,d a h a ə,0
135,56453f4ff629edf79e916ab87879b54b_59ba1f59332793049d000011,t͡ɕ ʌ v w ɔ ð ɔ k ʁ e z ɒ s a j ʌ,1
136,2837d097e5ad8e573354b9e029e82b17_59be43ff3327936fe900000a,p ɒ ʁ ɒ ɴ tʂ ɻ̩ ð ɪ ɲ ɹ̩ ɾ ɒ,1
137,d824fabaeb278026b75f01bddd47aa01_59b9127a33279351d00000bb,i a ɻ̩ tɕ iː,1
138,68685b7d564bc63cbdb9a863586224b9_59ba3c213327935c610000c7,b a ŋ w a t̪ ɒ h ɔ ɴ lː ɒ u t͡ɕ ɔ d u z ɔ s ɻ̩ ʂ ɒ,1
139,b0fc9f8a8dd18aa9a1ed473c01b33637_59bb23b233279304a4000026,ʁ a t ə p a ɾ t ɪ ɔ tʲ ɪ,1
140,20e7b2d15e03c13d3f27052afab7353f_59ab51b5332793280a000067,ɔ a s y k w a ɴ ә d i ә m ә s i m w uə,1
141,6e76c37203c21b351490530dc2799422_59c218703327930497000044,n a ɾ ɻ̩ ʁ a ʒ ɒ,1
142,9fd5fc769855a256b707d37473bda568_59c22c12332793470a000007,ɒ tɕʰ tɕ i ɡ ɨ tɕʰ y ɒ o ʂ uə æ ɴ tʰ a ŋ,1
143,a3e4f5d3e9b92b7f937c8f0e8c93ca91_59b896513327930bd5000043,k͡p̚ uə a ɴ t͡ɕ ә t̪ ɒ m ɒ n æ,1
144,a3e4f5d3e9b92b7f937c8f0e8c93ca91_59b896633327930bd5000049,k͡p̚ uə a n ts uə tɕʰ i t a ɴ ɒ uə l i e k o ŋ t͡ɕ i a o tʂʰ a,1
145,d62b1852913271786199f7059911165e_59b2763733279304f50000d5,tʂ ʊ a ɾ uə o ʋ t͡ʃʲ œ d iː ɒ,1
146,08ee31506deb1e44ed45330c2c3c011e_59ad05d733279304dc00005a,p uə e ɪ t ɒ o t̪ʰ iː t o ɒ ʀ a lʲ o,1
147,67f5b57d30fde0caaf0de98154cfe6fc_59b3b34a332793158100001e,ʁ ɒ ɴ t ɒ ʊ ʏ ɒ lʲ iː ɕ a lʲ e,1
148,2d1d955cc898d34242e1393d544c3e9c_59b0100f332793170500004a,ts i n tʂ iː x dʲ iː n tʲ ə ʁ lʲ o ɡ ɒ ɴ t,1
149,35884c61b0d5bf37818e23b86555c00f_59bfbefc3327935d7f000061,t͡ɕ i e tɕ i ə o ə k ʁ i ɴ tʂʰ y æ n ʂ uə j ʌ tɕ i ð ə n t͡ɕ i o uə b̥ e ɪ p j e ɕ i ŋ ɕ i ɴ ʂ ɻ̩ ə d a l̪ o tɕ i ɴ tɕʰ y æ n ʂ ə ŋ l y ð a,1
150,f24e3a34ffee70d4df0543c8d2649eae_59b35cff3327932117000028,t ʊ v ɛ ʐ ɥ ɪ ts ɔ,1
151,255a3d367f26fa2dfaf4af49c57cee82_59aa8bdd33279311b5000014,ə s u ʐ i z a,0
152,029d5e0d554645c0f01d411b9cb0e802_59ae11cc332793055d0000b4,x ɒ ts o ŋ x ɒ,0
153,029d5e0d554645c0f01d411b9cb0e802_59ae11d1332793055d0000b7,ʂ æ n d ɪ o s a d i tɕ i æ n x ʁ e ɪ,1
154,b86ab4e4ce381285fa1a5304e5ab7f62_59c11e5f332793052700002d,tɕ i a ɒ o p uə tʂ uə a n,1
155,b86ab4e4ce381285fa1a5304e5ab7f62_59c11e6a3327930527000032,t a ŋ x a n t ɒ o ɕ i a o p uə tʂ uə o a ŋ,1
156,262614f9ee252d150b948e932d505966_59b73a4c3327931c1c00005e,t͡ʃʲ ɪ ʌ f e tɕ i ɾ m a p o ð o ʂ uə o l tʂ ɻ̩ t͡ɕ i o tɕ i ɴ p a ɾ ə,1
157,b6b646ab815aca89824c10333b1f2c54_59bb73e833279375ee000008,t ɒ o x a ŋ t͡ɕ i a o l o ŋ k uə o tɕ i t ɒ ʂ a ŋ,1
158,9071e7b8b466cac1c265ecf4b75bc12c_59af770433279304a4000029,ɒ w ɪ t a h ɒ ŋ̟ d a ɕ ə ʀ uə tʂʰ ɒ ɴ n uə,1
159,c0461cc8e1fb87ff3b71ced218950591_59b74e8d33279322f7000009,ʂ ɻ̩ i x uə a f e n ɕ y n ts o ŋ ɕ i n,1
160,1ef275bc10589908e792e65e9e8c67af_59bdfc7d3327936500000007,b ɒ t̪ tʂ e t̪ a d iː j d͡ʒ ɒ,1
161,1466db61c2c468ab71bab683f281c90b_59ae5ff23327936c3700023d,d a x ɒ,0
162,603b3f5ec7186db062b8d476d84eb2fe_59af635e33279312740000d3,ɒ l ɒ tɕ iː n iː ts ʌ uə s ɻ̩ b̞ w a,1
163,3800cfd3b8cf73afb771969de67955c6_59b20b62332793505000001c,b̞ w a t͡ʃʲ ʏ ɪ ts y b̞ a ð ʌ s ɪ tʲ e,1
164,2b402ce94268b8a9384b6a218ddc3069_59bc67ea3327931d85000054,t a ð h ʌ ŋ tɕʰ y j tʂ o ŋ n a n t a tɕʰ y,1
165,2b402ce94268b8a9384b6a218ddc3069_59bc67d93327931d8500004d,ʔ ɒ x ɒ ŋ tɕʰ y tʂ o ŋ ɴ ɒ n t a tɕʰ y,1
